bbc_id,id,model,summary,hallucination_score,faithfulness_score
34793274,22,BERTS2S,the world\'s first satellite to track flight data from the missing malaysia airlines flight mh370 has been given the go-ahead.,0.38333333333333336,0.6166666666666667
34737471,23,BERTS2S,"the father of a three-year-old boy who went missing in the us has been arrested over his disappearance, according to the fbi.",0.10606060606060606,0.8939393939393939
28328378,24,BERTS2S,the owners of a recycling plant destroyed by fire in greater manchester have been stripped of their environmental permit.,1.0,0.0
26381454,25,BERTS2S,russia\'s lower house of parliament has approved a bill that would allow russia to issue new passports to its citizens.,0.03333333333333333,0.9666666666666667
36404868,26,BERTS2S,mclaren have a lot to do with them this year.,0.10000000000000002,0.9
39860898,27,BERTS2S,three men have been arrested on suspicion of murdering a man who was shot dead outside a meat market.,0.12280701754385966,0.8771929824561403
35074007,28,BERTS2S,it\'s one of the most common stories of the festive season.,1.0,0.0
31821135,29,BERTS2S,a public inquiry into plans to build a circuit of wales racing track in blaenau gwent has opened.,0.3703703703703704,0.6296296296296295
39600124,30,BERTS2S,a newspaper in the russian republic of chechnya has passed a resolution to condemn the publication of a report by chechnya\'s state news agency,0.2777777777777777,0.7222222222222223
34743526,31,BERTS2S,"a private agency set up by a private agent to rent homes has been paid more than £1m in rent, documents obtained by the bbc reveal.",0.19230769230769232,0.8076923076923077
37207414,32,BERTS2S,great britain\'s men lost their opening eurobasket finals warm-up warm-up match against the netherlands in amsterdam.,0.14583333333333334,0.8541666666666666
38334966,33,BERTS2S,how much do you remember about the news in wales over the past 12 months?,1.0,0.0
40883148,34,BERTS2S,conor mcgregor\'s fight against ufc champion conor mcgregor in las vegas on 9 august will be discussed by the nevada authorities.,0.23809523809523805,0.761904761904762
36882573,35,BERTS2S,two of the uk\'s longest-serving journalists are celebrating 100 years on the streets of fleet street.,1.0,0.0
32680434,36,BERTS2S,author jk rowling has said she has been blocked from posting abusive messages on twitter.,0.4,0.6
34802406,37,BERTS2S,"young people in scotland are more likely than their peers to commit violent crimes, according to new research.",0.037037037037037035,0.962962962962963
40866012,38,BERTS2S,"a 25-year-old man has appeared in court charged with the murder of karl haugh, who was stabbed to death in county limerick in the",0.0972222222222222,0.9027777777777778
35266927,39,BERTS2S,a sinn fein mla is to pay compensation to a member of the ulster defence association ( udr ) over a tweet he made about a former,0.0,1.0
13193011,40,BERTS2S,"a borders knitwear firm has announced a new production range, following a rise in demand for its clothing.",0.0,1.0
35051818,41,BERTS2S,"a lollipop lady was hit on the head by a lollipop lady as he walked her home from school, a court has heard.",0.43478260869565216,0.5652173913043479
32715299,42,BERTS2S,the uk\'s navy and nato warships have begun a major exercise in the waters off britain\'s west coast.,0.16666666666666666,0.8333333333333334
38328811,43,BERTS2S,south sudan is facing an international threat of genocide.,0.037037037037037035,0.962962962962963
36790360,44,BERTS2S,former england under-21 world champion shaun mckenzie will fight for the vacant wbc world title at york\'s alexandra palace on 29 april.,1.0,0.0
17269989,45,BERTS2S,work has started on a new £23m community hospital in somerset.,0.3333333333333333,0.6666666666666667
39017131,46,BERTS2S,a 24-year-old man has died after being shot in a sheffield street.,0.25,0.75
30453069,47,BERTS2S,pro-russian rebels in eastern ukraine are increasingly using their own forces to attack russian troops in the aftermath of the ukraine conflict.,0.4545454545454546,0.5454545454545454
35820385,48,BERTS2S,former first minister alex salmond has delivered his final speech at the scottish parliament.,0.07142857142857142,0.9285714285714286
24522070,49,BERTS2S,people living in residential care in wales are being asked about the quality of life in residential care.,0.0,1.0
39553192,50,BERTS2S,one of scotland\'s largest food suppliers has reported a rise in turnover and profits for the past year.,0.0,1.0
23304092,51,BERTS2S,"a man has been found stabbed to death at his home, police have said.",0.3095238095238095,0.6904761904761905
35761017,52,BERTS2S,the international monetary fund ( imf ) has warned that the global economy may be at risk of falling global growth.,0.047619047619047616,0.9523809523809523
40267739,53,BERTS2S,"businesses and businesses on the isle of wight are to be allowed to free up the new chain ferry, the council has said.",0.5942028985507246,0.4057971014492754
30648457,54,BERTS2S,a motorcyclist has been arrested on suspicion of causing death by dangerous driving after a crash between a lorry and a lorry.,0.5757575757575758,0.4242424242424242
37573886,55,BERTS2S,"a modelling agency has been accused of using "" beautiful "" hair and hair as a "" beauty spot "" in a recruitment campaign.",0.4166666666666667,0.5833333333333333
39419795,56,BERTS2S,cardiff blues suffered their first european challenge cup defeat of the season as gloucester came from behind to beat gloucester at kingsholm.,0.30303030303030304,0.696969696969697
32143053,57,BERTS2S,a 19-year-old man has been arrested in connection with the fatal shooting of an 18-year-old student in the southern indian state of,0.0909090909090909,0.9090909090909091
37863033,58,BERTS2S,"the number of lesbian, bisexual and transgender characters in tv and tv is at its highest level since records began, according to a new study.",0.4533333333333333,0.5466666666666666
39740178,59,BERTS2S,a former conservative mp has announced he will not stand in the party\'s general election.,0.08888888888888889,0.9111111111111111
40639020,60,BERTS2S,"a texas police officer has been charged with the murder of a teenage boy who was shot dead by a police officer in the us state of dallas, according",0.04597701149425287,0.9540229885057472
38048733,61,BERTS2S,donald trump\'s daughter barron and his wife barron have moved from the white house to the white house.,0.3333333333333333,0.6666666666666667
37900100,62,BERTS2S,a police watchdog has ordered an investigation after a 72-year-old man was found dead in a housing housing complex.,0.0,1.0
38955255,63,BERTS2S,the met office has issued a warning of gales and winds of up to 90mph in parts of wales.,0.21052631578947367,0.7894736842105263
35013353,64,BERTS2S,the belfast giants came from behind to beat nottingham panthers 5-2 in the first of a elite league campaign.,1.0,0.0
36063085,65,BERTS2S,lewis hamilton\'s title hopes suffered a major blow as he crashed out of the hungarian grand prix.,0.4901960784313726,0.5098039215686274
25654437,66,BERTS2S,german footballer thomas hitzlsperger has come out as gay.,0.0,1.0
39705629,67,BERTS2S,steven sidwell says he wants to stay at brighton until the end of the season.,0.3111111111111111,0.6888888888888889
38778996,68,BERTS2S,colchester\'s unbeaten run came to an end as they were held to a draw at blackpool.,0.0625,0.9375
40849656,69,BERTS2S,league one side colchester united have signed coventry city goalkeeper gordon reid on a season-long loan deal.,1.0,0.0
39935729,70,BERTS2S,work has begun on a permanent memorial to the victims of the police attack in westminster.,0.25,0.75
21980945,71,BERTS2S,manchester united manager sir alex ferguson says he is not concerned about his side\'s unbeaten start to the season as they attempt to win the premier league title,0.15476190476190474,0.8452380952380952
22676080,72,BERTS2S,"google chairman joe schmidt has said the uk government is "" not doing enough "" to pay tax on its tax arrangements, following a debate on the uk \'",0.03448275862068965,0.9655172413793104
37680168,73,BERTS2S,spending on agency agency agency agency agency agency agency agency agency agency staff is set to save £600m a year.,0.21666666666666667,0.7833333333333333
32201626,74,BERTS2S,the republic of ireland\'s historic town and business centre may be one of the country\'s great landmarks.,0.9215686274509804,0.07843137254901955
35980802,75,BERTS2S,"england will face india in the final of the champions trophy at the indian premier league, which starts on thursday, with captain virat kohli taking the",1.0,0.0
33652722,76,BERTS2S,the number of people using plastic carrier bags in england has reached a record high.,0.08888888888888889,0.9111111111111111
38413986,77,BERTS2S,"strong winds and winds of up to 80mph hit wales on friday morning, causing disruption and disruption.",0.2352941176470588,0.7647058823529412
36476135,78,BERTS2S,oscar-winning actor james nyong \'o has confirmed he is returning to star in star wars: the force awakens.,0.27777777777777785,0.7222222222222221
36884752,79,BERTS2S,plans to renovate alexandra palace in north london have been approved by the council.,0.14285714285714285,0.8571428571428572
36989435,80,BERTS2S,england midfielder james milner has announced his retirement from international football with the republic of ireland.,1.0,0.0
40634994,81,BERTS2S,a canadian family who survived a house fire has been reunited with their family.,0.3809523809523809,0.6190476190476191
38435210,82,BERTS2S,david sullivan and david gold have denied reports that he and his family are in talks to buy the club from west ham united.,0.7222222222222223,0.2777777777777777
32282102,83,BERTS2S,the stars of avengers: avengers: the force awakens were the biggest winners at this year\'s avengers awards.,0.5882352941176471,0.4117647058823529
38765314,84,BERTS2S,st mirren have signed aberdeen striker cammy smith on loan until january.,0.6111111111111112,0.38888888888888884
35903821,85,BERTS2S,potholes have been discovered at three potholes in northumberland.,1.0,0.0
39379405,86,BERTS2S,"a oil company has said it is "" extremely concerned "" about the health of six workers who were exposed to radioactive radiation at a north sea platform.",0.10714285714285714,0.8928571428571429
34578307,87,BERTS2S,a singapore museum has said it will return a bronze sculpture stolen from an indian temple more than 20 years ago.,0.14285714285714285,0.8571428571428572
21197406,88,BERTS2S,"a powerful earthquake has struck central italy, killing at least seven people and injuring more than 100.",0.4313725490196078,0.5686274509803921
37310327,89,BERTS2S,thousands of people in south yorkshire have been allowed to grow fruit for the first time in more than 50 years.,1.0,0.0
30802827,90,BERTS2S,the release date for grand theft auto v v v v ( v ) has been delayed.,0.0,1.0
36738377,91,BERTS2S,artist alan simpson has won this year\'s john moores john moores john moores painting of the john moores painting.,0.4736842105263158,0.5263157894736842
35548510,92,BERTS2S,"gunmen have attacked two offices in the turkish capital, istanbul, killing two people and injuring several other people.",1.0,0.0
38479017,93,BERTS2S,grimsby town have signed mansfield town striker ryan williams on a free transfer.,1.0,0.0
37643322,94,BERTS2S,england manager arsene wenger has backed gareth southgate to be the next england manager.,0.6666666666666666,0.33333333333333337
35644259,95,BERTS2S,a man has died after falling from a tree in lincolnshire.,0.21212121212121213,0.7878787878787878
38591554,96,BERTS2S,a deal has been agreed to end a long-running dispute over the minimum wage in the northern isles.,0.0,1.0
38693675,97,BERTS2S,a man has been found guilty of the manslaughter of his mother who died after a fight at a holiday park.,0.09523809523809523,0.9047619047619048
37565125,98,BERTS2S,"singer rod temperton, who wrote the hit album michael jackson, has died at the age of 89.",0.1568627450980392,0.8431372549019608
38898611,99,BERTS2S,archaeologists have identified the ancient stone pyramids in the amazon rainforest.,0.12121212121212124,0.8787878787878788
37619047,100,BERTS2S,australia\'s nick kyrgios beat world number one querrey in straight sets to reach the second round of the shanghai masters.,0.4,0.6
33203666,101,BERTS2S,campaigners are calling for a vaccinating vaccination against cancer in wales.,0.0909090909090909,0.9090909090909091
31091373,102,BERTS2S,a schoolboy from west lothian who was diagnosed with cancer has died from his cancer.,0.20000000000000004,0.7999999999999999
38620027,103,BERTS2S,egypt\'s abdelhamid el said scored a late winner to earn their first africa cup of nations quarter-final away to uganda.,0.5666666666666668,0.43333333333333324
38847045,104,BERTS2S,a new railway station is to be built on a former railway station site in south lancashire.,0.09803921568627452,0.9019607843137255
33665360,105,BERTS2S,a cannabis farm has been seized in county fermanagh.,1.0,0.0
38056497,106,BERTS2S,police in germany have arrested a man in connection with the rape and murder of a german woman.,0.16666666666666666,0.8333333333333334
37278170,107,BERTS2S,"women in australia are less likely to ask a pay rise than men, according to a new study.",0.018518518518518517,0.9814814814814815
40432797,108,BERTS2S,"a council has said it has lost almost £30, 000 to build a new cemetery in oxford.",0.29411764705882354,0.7058823529411764
40605628,109,BERTS2S,people will soon be able to watch digital information at next year\'s celtic music festival.,0.13333333333333333,0.8666666666666667
38802811,110,BERTS2S,grand national winner many clouds died after suffering a haemorrhage during the race on saturday.,0.4444444444444444,0.5555555555555556
35265124,111,BERTS2S,a woman has been found guilty of raping a teenage girl in a care home while she was under the age of 12.,0.13043478260869565,0.8695652173913043
37018844,112,BERTS2S,world number two novak djokovic has been knocked out of the olympic men\'s doubles in the final in rio.,0.3508771929824561,0.6491228070175439
37245935,113,BERTS2S,the final of the world chainsaw carving championship is to be held in the highlands.,0.7777777777777778,0.2222222222222222
35210598,114,BERTS2S,wales and ospreys scrum-half rhys webb says he is still waiting to be fit for wales \'pre-season tour.,0.16666666666666666,0.8333333333333334
22021705,115,BERTS2S,three canadian fugitives have been arrested and charged with attempting to smuggle drugs into the us.,0.0625,0.9375
37970725,116,BERTS2S,"the number of uk children who have been abused online has more than trebled in the past year, a charity has said.",0.0909090909090909,0.9090909090909091
38450424,117,BERTS2S,israel\'s decision to abstain from developing jewish settlements in the occupied west bank has been called off.,0.0392156862745098,0.9607843137254902
36086291,118,BERTS2S,"the queen has "" made it difficult "" for her royal duties to be royal, the prince of wales has said.",0.0,1.0
40944669,119,BERTS2S,west ham reached the efl cup fourth round for the first time in their history with a comfortable win at cheltenham town.,0.3636363636363636,0.6363636363636365
40613520,120,BERTS2S,a driver who killed a motorcyclist in conwy county has been jailed for six months.,0.5111111111111111,0.48888888888888893
30891145,121,BERTS2S,"a british jihadist who travelled to syria to fight with so-called islamic state has been described by experts as "" one of the most dangerous "" british",0.037037037037037035,0.962962962962963
36362101,122,BERTS2S,barnsley have signed wrexham striker kayden jackson for an undisclosed fee on a three-year deal.,0.2888888888888889,0.711111111111111
35226958,123,BERTS2S,thousands of bottles of plastic plastic bottles have washed up on a cornish beach.,0.21428571428571427,0.7857142857142857
33210810,124,BERTS2S,one person has died following a two-vehicle crash on the a9 in the highlands.,0.5714285714285714,0.4285714285714286
40223602,125,BERTS2S,bolton defender dorian dervite has signed a new two-year contract with the championship club.,0.42857142857142855,0.5714285714285714
39270960,126,BERTS2S,the liberal democrats and lib dems have clashed in the house of lords during their latest round of campaigning.,0.4035087719298245,0.5964912280701755
32435850,127,BERTS2S,it\'s not often that the defence policy in the uk isn\'t considered a priority.,0.07142857142857142,0.9285714285714286
26327476,128,BERTS2S,"barcelona say they have received a "" substantial "" tax claim over the signing of neymar from barcelona last month.",0.05000000000000001,0.95
35360960,129,BERTS2S,"the family of a man killed in a crash on the m1 on the m1 have called on the driver\'s family to "" get on the road """,0.9642857142857144,0.03571428571428559
39964844,130,BERTS2S,health secretary shona robison has welcomed a review of the practice of mesh implants in scotland.,0.0625,0.9375
38518021,131,BERTS2S,"laura mccolgan says she is "" disappointed "" by laura muir\'s claim to have broken a british 1500m record set by laura muir.",0.08695652173913042,0.9130434782608696
36686216,132,BERTS2S,germany\'s alexander jung has won olympic gold in the dressage at rio 2016.,1.0,0.0
40540127,133,BERTS2S,britain\'s andy murray fought back from a set down to beat italy\'s fabio fognini and reach the last eight at wimbledon.,0.19047619047619047,0.8095238095238095
32221351,134,BERTS2S,"a bar in county londonderry has been fined £2, 000 after the death of its owner, who was found dead at the weekend.",1.0,0.0
38973171,135,BERTS2S,the leader of the sdlp has said he has no regrets about saying he would not vote for the sdlp in the upcoming assembly election.,0.64,0.36
37913436,136,BERTS2S,a proposal to pardon gay and bisexual men convicted of sexual offences in northern ireland has been approved by the northern ireland assembly.,0.014492753623188406,0.9855072463768116
36495608,137,BERTS2S,laura muir has set a scottish indoor record in the 1500m at the glasgow grand prix.,0.5,0.5
40122729,138,BERTS2S,loch lomond has been described as the uk\'s best place to swim.,1.0,0.0
33719438,139,BERTS2S,"two suspects were involved in the murder of ex-russian spy alexander litvinenko, an inquiry has heard.",0.1875,0.8125
33928888,140,BERTS2S,batsman michael smith has been named australia\'s captain for the final two matches of the ashes in august.,0.1111111111111111,0.8888888888888888
33584822,141,BERTS2S,"liberal democrat leader tim farron has said he is "" absolutely committed "" to protecting equality for all people.",0.12280701754385966,0.8771929824561403
39370900,142,BERTS2S,"northern ireland secretary martin mcguinness says he\'s "" shocked "" by the outcome of the assembly election.",1.0,0.0
35739348,143,BERTS2S,a pharmaceutical company is to create up to 100 new jobs in newcastle with the creation of 200 new jobs.,0.16666666666666666,0.8333333333333334
40679217,144,BERTS2S,two senior councillors at aberdeenshire council are to leave the authority.,0.5151515151515151,0.48484848484848486
39202525,145,BERTS2S,"taliban militants have attacked a hospital in the afghan capital kabul, killing at least 14 people, officials say.",0.3703703703703704,0.6296296296296295
12620805,146,BERTS2S,the daily and sunday politics are on-air six days a week for much of the year reporting the political news from westminster and beyond.,0.0,1.0
40726537,147,BERTS2S,guy martin has confirmed he will not race in the honda honda honda bike at next year\'s isle of man tt.,0.3015873015873016,0.6984126984126984
32280676,148,BERTS2S,nigeria\'s main opposition party has suffered its biggest defeat since the end of the country\'s four-year elections.,0.411764705882353,0.588235294117647
38285834,149,BERTS2S,"one of indonesia\'s largest suppliers of palm oil, olamme, has been accused of deliberately deliberately using palm oil to burn crops in indonesia.",0.3333333333333333,0.6666666666666667
37203942,150,BERTS2S,a restaurant in los angeles in america has opened its first dog-eating restaurant.,0.923076923076923,0.07692307692307698
39605527,151,BERTS2S,huddersfield town striker fernando mourinho is a doubt for saturday\'s game against huddersfield.,0.6923076923076922,0.3076923076923078
35345872,152,BERTS2S,"google has lifted a ban on google\'s search service in pakistan, which has been blocked by the country\'s government.",0.21052631578947367,0.7894736842105263
35521849,153,BERTS2S,the head of football\'s world governing body the football association of america ( lfa ) has warned that a member of the governing body may lose his,0.0,1.0
33548633,154,BERTS2S,"the deaths of two men who died after a fire at a scrapyard in pembrokeshire are being treated as "" suspicious "", police have said.",0.28,0.72
32278778,155,BERTS2S,the confederation of african football ( caf ) and morocco have returned to the competition after a row in the confederation of african football broke down.,0.07692307692307693,0.9230769230769231
38213922,156,BERTS2S,manchester city and manchester city have been charged by the football association for violent conduct during saturday\'s premier league game at etihad stadium.,0.753623188405797,0.246376811594203
39553812,157,BERTS2S,mae \'r pleidleisio yng nghymru wedi cadarnhau eu bod yng nghymru y,1.0,0.0
36886766,158,BERTS2S,"england\'s innings-and-39-run defeat by pakistan in the third test was "" one of the greatest in the history "", says former",0.7619047619047619,0.23809523809523814
38239329,159,BERTS2S,wales head coach robin mcbryde will take charge of the summer tour of new zealand this summer.,0.0588235294117647,0.9411764705882353
37814323,160,BERTS2S,robert snodgrass\'s first premier league goal was enough to give southampton victory over hull city.,0.26666666666666666,0.7333333333333334
36207647,161,BERTS2S,a motorcyclist has died in a crash with a tractor in lincolnshire.,0.027777777777777776,0.9722222222222222
36031417,162,BERTS2S,macedonia\'s president aleksandar ivanov says he will cut ties with the government and cut ties with the government.,0.4814814814814815,0.5185185185185185
38466308,163,BERTS2S,swansea city\'s new manager alan curtis says it would be difficult to get back into the premier league.,0.18518518518518515,0.8148148148148149
36003512,164,BERTS2S,leyton orient have been relegated from the national league after losing to dagenham & redbridge.,0.3333333333333333,0.6666666666666667
38722314,165,BERTS2S,liverpool manager jurgen klopp has confirmed steven gerrard will become the club\'s new manager.,0.2857142857142857,0.7142857142857143
35792564,166,BERTS2S,conor mcmanus scored a hat-trick as alloa came from behind to beat alloa athletic.,1.0,0.0
35086370,167,BERTS2S,"schools could be prosecuted for running illegal schools, under plans being considered by the education secretary.",0.0,1.0
38248599,168,BERTS2S,a gin distillery has opened its doors to the public in the scottish borders.,0.21428571428571427,0.7857142857142857
38304362,169,BERTS2S,a tractor driver who killed a seven-year-old boy in a hit-and-run incident has been jailed for three years and four months.,0.36507936507936506,0.6349206349206349
28783667,170,BERTS2S,"luis suarez\'s four-month ban for biting a spanish footballer has been extended to four months, the court of arbitration for sport has confirmed.",0.4202898550724638,0.5797101449275361
26625099,171,BERTS2S,a british man and his wife have won one of the world\'s most successful men\'s athletics championships.,0.2352941176470588,0.7647058823529412
25567298,172,BERTS2S,"workers at the dvla\'s car hire centre in swansea will see redundancies cut in the next two years, the finance minister has said",0.463768115942029,0.536231884057971
40007645,173,BERTS2S,"hungary\'s foreign minister, szizi szijjarto, has said his country does not want european union countries to withdraw from the eu",0.3833333333333333,0.6166666666666667
31920236,174,BERTS2S,oscar-winning oscar winner oscar winner oscar-winning actress oscar-winning actress oscar-winning actress oscar-winning actress oscar-winning oscar winner oscar winner,1.0,0.0
38276456,175,BERTS2S,the sunday times editor adrian gill has died at the age of 74.,0.4871794871794872,0.5128205128205128
38181139,176,BERTS2S,"a mongolian rapper is in a critical condition in hospital after being beaten with a swastika during a concert in mongolia, officials say.",0.13043478260869565,0.8695652173913043
33517280,177,BERTS2S,five people have been charged with trespassing at heathrow airport and trespassing on a runway.,0.4888888888888889,0.5111111111111111
37276607,178,BERTS2S,glamorgan set up an unlikely one-day cup victory over gloucestershire after being set a target of 182 to spare in a rain-affected match.,1.0,0.0
34548835,179,BERTS2S,a man who threatened to kill police officers and threatened to shoot him in the back has admitted threats to kill him.,0.19696969696969693,0.8030303030303031
37204235,180,BERTS2S,steven davies made his maiden county championship century to help surrey beat yorkshire by five wickets at edgbaston.,0.46296296296296297,0.537037037037037
32446508,181,BERTS2S,a fishing boat has been towed to safety after it broke down in the sea off anglesey.,0.6862745098039215,0.31372549019607854
40917946,182,BERTS2S,scotland\'s laura muir is to miss the commonwealth games in london next month because she is missing the commonwealth games.,0.3333333333333333,0.6666666666666667
29945991,183,BERTS2S,liverpool look set to miss out on the chance to return to the top of the premier league after liverpool lost to chelsea on saturday.,1.0,0.0
35428466,184,BERTS2S,the new campus of scotland\'s largest education campus is to be renamed in honour of author william mcilvanney.,0.1111111111111111,0.8888888888888888
34536537,185,BERTS2S,"about 1, 000 people have been evacuated from a river in gourock after an unexploded sea mine was found.",0.2631578947368421,0.736842105263158
38260939,186,BERTS2S,badminton has lost its uk sport funding for the 2020 olympics and paralympics after uk sport withdrew its funding.,0.08771929824561403,0.9122807017543859
30481848,187,BERTS2S,"plans to demolish and demolish parts of a seaside resort and build more than 1, 000 old buildings have been approved.",1.0,0.0
38168461,188,BERTS2S,"a man has been found guilty of murdering a soldier in a "" brutal "" attack in powys.",1.0,0.0
36249926,189,BERTS2S,the former chief executive of barnet council has resigned after a series of false polling results in the local elections.,0.3666666666666667,0.6333333333333333
34182164,190,BERTS2S,gateshead came from behind to beat wrexham and record their first national league win of the season.,0.5686274509803921,0.43137254901960786
29450120,191,BERTS2S,"norway is one of the world\'s best-known and most vulnerable countries, according to a new report.",0.5,0.5
40422011,192,BERTS2S,"the european space agency, airbus, has unveiled its plan to create the world\'s largest network of satellite constellations.",0.3148148148148148,0.6851851851851851
35083545,193,BERTS2S,scotland\'s finance secretary john swinney has accused the uk government of failing to meet its budget targets for next year.,0.3,0.7
37896012,194,BERTS2S,change is a problem for many disabled people.,0.125,0.875
35289959,195,BERTS2S,the european union has launched a criminal investigation into mcdonald\'s owners mcdonald\'s in italy.,0.5,0.5
31111562,196,BERTS2S,a huge billboard in a county londonderry park has been marked by a huge crowd of people.,1.0,0.0
37902151,197,BERTS2S,"the ministry of defence will close its barracks in brecon, the ministry of defence has said.",0.16666666666666666,0.8333333333333334
38345826,198,BERTS2S,"the uk\'s fishing industry risks losing access to the european union after brexit, a house of lords report says.",0.0,1.0
22839609,199,BERTS2S,documents released by the us government have revealed details of spooks and surveillance operations by the us national security agency ( prism ).,0.043478260869565216,0.9565217391304348
35082344,200,BERTS2S,google has pledged $ 1bn ( £800m ) to research and research into artificial intelligence ( ai ).,0.4259259259259259,0.5740740740740742
18644660,201,BERTS2S,"ben parkinson\'s family say they have been "" overwhelmed "" by the number of people who have received a facebook list for his support following the olympic torch",0.09523809523809523,0.9047619047619048
19577896,202,BERTS2S,"the us population has fallen to its lowest level since records began, according to official figures.",0.625,0.375
36390416,203,BERTS2S,england batsman jos buttler has signed a new two-year contract with lancashire.,0.4444444444444445,0.5555555555555556
21326309,204,BERTS2S,"three former royal navy frigates could be put up for sale in the future, the bbc understands.",0.1568627450980392,0.8431372549019608
14919066,205,BERTS2S,the pacific nation of fiji is the world\'s second-largest commonwealth nation.,0.3636363636363636,0.6363636363636365
26065545,206,BERTS2S,syria\'s government says it is failing to comply with the un\'s deadline for the sale of chemical weapons.,0.05555555555555555,0.9444444444444444
29604402,207,BERTS2S,indian author rajesh mukherjee is one of three authors to win this year\'s booker prize for fiction.,0.29411764705882354,0.7058823529411764
36081635,208,BERTS2S,the sun\'s celebrity celebrity celebrity is to appeal against a decision by the supreme court that he should publish details of an extra-marital relationship.,0.0,1.0
29360284,209,BERTS2S,plans to improve parking at a birmingham park are being investigated by councillors.,0.10256410256410256,0.8974358974358975
39255356,210,BERTS2S,"beauty and the beast is to be screened in malaysia after authorities found it was "" too gay "".",0.42105263157894735,0.5789473684210527
36964876,211,BERTS2S,thousands of unlicensed landlords are being forced to enter their homes in southampton because of a shortage of landlords.,0.42105263157894735,0.5789473684210527
36129628,212,BERTS2S,the republic of ireland\'s two main political parties are to vote on whether to take control of water charges.,0.17543859649122806,0.8245614035087719
32504766,213,BERTS2S,forty-eight people are feared dead after a passenger ferry caught fire off the coast of spain.,0.3125,0.6875
40630842,214,BERTS2S,"mps have called for more action after more than 2, 000 registered voter applications were reported to the electoral commission in the run-up to the eu referendum",1.0,0.0
35307918,215,BERTS2S,"a former nfl player has died in a us court in the us state of nebraska, aged 37.",0.4444444444444444,0.5555555555555556
34125832,216,BERTS2S,an army mascot named after a soldier has been given a new name.,0.3076923076923077,0.6923076923076923
36051192,217,BERTS2S,liverpool\'s historic fa cup final with borussia dortmund at anfield was a classic of the past.,0.0625,0.9375
37929488,218,BERTS2S,scotland\'s finance secretary david davis has said he wants the uk government to discuss the uk\'s membership of the eu after brexit.,0.2575757575757576,0.7424242424242424
36824899,219,BERTS2S,it\'s a very different kind of cliche.,1.0,0.0
39938984,220,BERTS2S,"shutter speed, ridden by frankie dettori, won the epsom derby for the second year running.",1.0,0.0
36515816,221,BERTS2S,( close ): the pound fell against the dollar on monday as investors remained cautious ahead of the uk\'s eu referendum vote.,0.1818181818181818,0.8181818181818182
35977985,222,BERTS2S,"braintree boss steve cowley says his side\'s 1-0 victory over barrow in the national league was "" remarkable "".",0.2456140350877193,0.7543859649122807
